,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
10396,002573.OF,建信汇利,建信基金,兴业银行,混合型,20160428,,,20160405,,47.7834,1.5,0.25,,1.0,0.001,,沪深300指数收益率*65%+中债总财富(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20160601,20160601,O
10397,002544.OF,长城久益灵活配置C,长城基金,招商银行,混合型,20160428,,,20160407,,3.4117,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+中债总财富指数收益率*45%,L,灵活配置型,契约型开放式,,20160527,20160527,O
10398,002607.OF,融通增裕,融通基金,江苏银行,债券型,20160428,20180724,,20160422,,2.0011,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数,D,债券型,契约型开放式,,20160727,20160727,O
10399,001983.OF,中邮低碳经济,中邮基金,中国建设银行,混合型,20160428,,,20160328,,18.6141,1.5,0.25,,1.0,0.1,,中证环保指数*60%+上证国债指数*40%,L,灵活配置型,契约型开放式,,20160531,20160531,O
10400,002519.OF,博时裕景纯债,博时基金,平安银行,债券型,20160428,,,20160418,,2.0134,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20160510,20160510,O
10401,519133.OF,海富通改革驱动,海富通基金,中国工商银行,混合型,20160428,,,20160405,,2.6411,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160606,20160606,O
10402,002560.OF,诺安和鑫,诺安基金,交通银行,混合型,20160428,,,20160401,,49.8138,1.5,0.25,,1.0,0.1,,沪深300指数*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20160720,20160720,O
10403,001984.OF,上投摩根中国生物医药,上投摩根基金,中国银行,混合型,20160428,,,20160314,,2.2256,1.5,0.25,,1.0,0.1,,申银万国医药生物行业指数收益率*45%+恒生医疗保健行业指数收益率*35%+中债总指数收益率*20%,L,混合型,契约型开放式,,20160530,20160530,O
10404,002543.OF,长城久益灵活配置A,长城基金,招商银行,混合型,20160428,,,20160407,,26.2845,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+中债总财富指数收益率*45%,L,灵活配置型,契约型开放式,,20160527,20160527,O
10405,002214.OF,中海沪港深价值优选,中海基金,中国农业银行,混合型,20160428,,,20160314,,2.2157,1.5,0.25,,1.0,0.001,,沪深300指数*45%+恒生指数*45%+中证全债指数*10%,L,灵活配置型,契约型开放式,,20160513,20160513,O
10406,002664.OF,万家瑞和A,万家基金,宁波银行,混合型,20160426,,,20160420,,5.0013,0.6,0.12,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160726,20160726,O
10407,002665.OF,万家瑞和C,万家基金,宁波银行,混合型,20160426,,,20160420,,5.0013,0.6,0.12,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160726,20160726,O
10408,002562.OF,泓德泓益,泓德基金,中国工商银行,混合型,20160426,,,20160324,,3.096,1.5,0.2,,1.0,0.1,,中证800指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20160722,20160722,O
10409,002512.OF,长城久润,长城基金,中国农业银行,混合型,20160426,,,20160328,,26.7272,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+中债总财富指数收益率*45%,L,灵活配置型,契约型开放式,,20160526,20160526,O
10410,002722.OF,工银瑞信财富快线B,工银瑞信基金,中国民生银行,货币市场型,20160426,,,,,,0.3,0.05,,1.0,,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20160426,20160426,O
10411,002618.OF,中银裕利A,中银基金,兴业银行,混合型,20160426,,,20160418,,5.1345,0.6,0.15,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160615,20160615,O
10412,002679.OF,工银瑞信安盈A,工银瑞信基金,中国民生银行,货币市场型,20160426,,,20160425,,0.0003,0.15,0.05,,1.0,,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20160429,20160429,O
10413,002619.OF,中银裕利C,中银基金,兴业银行,混合型,20160426,,,20160418,,0.3103,0.6,0.15,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160615,20160615,O
10414,002680.OF,工银瑞信安盈B,工银瑞信基金,中国民生银行,货币市场型,20160426,,,20160425,,2.0,0.15,0.05,,1.0,3000.0,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20160429,20160429,O
10415,002508.OF,华宝宝鑫一年A,华宝基金,中国银行,债券型,20160426,20190520,,20160328,,4.2223,0.6,0.2,,1.0,0.01,,中证综合债指数收益率,D,债券型,契约型开放式,,20170426,20170426,O
10416,002509.OF,华宝宝鑫一年C,华宝基金,中国银行,债券型,20160426,20190520,,20160328,,1.1897,0.6,0.2,,1.0,0.01,,中证综合债指数收益率,D,债券型,契约型开放式,,20170426,20170426,O
10417,002498.OF,兴业聚鑫A,兴业基金,招商银行,混合型,20160425,,,20160321,,4.5181,0.6,0.13,,1.0,0.01,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20160523,20160523,O
10418,002617.OF,中银益利C,中银基金,招商银行,混合型,20160425,,,20160411,,0.1872,0.6,0.15,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160708,20160708,O
10419,002616.OF,中银益利A,中银基金,招商银行,混合型,20160425,,,20160411,,5.2534,0.6,0.15,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160708,20160708,O
10420,002603.OF,工银瑞信瑞丰半年定开,工银瑞信基金,中国光大银行,债券型,20160422,,,20160413,,20.0879,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20161024,20161024,O
10421,002454.OF,九泰久稳C,九泰基金,中国工商银行,混合型,20160422,,,20160321,,2.6275,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20160608,20160608,O
10422,002453.OF,九泰久稳A,九泰基金,中国工商银行,混合型,20160422,,,20160321,,9.8167,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20160608,20160608,O
10423,519768.OF,交银优选回报A,交银施罗德基金,中信银行,混合型,20160422,,,20160415,,5.0006,0.6,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20160721,20160721,O
10424,519770.OF,交银优择回报A,交银施罗德基金,中信银行,混合型,20160422,,,20160415,,5.0008,0.6,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20160721,20160721,O
10425,519769.OF,交银优选回报C,交银施罗德基金,中信银行,混合型,20160422,,,20160415,,0.001,0.6,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20160721,20160721,O
10426,002677.OF,国投瑞银和安A,国投瑞银基金,中国银行,债券型,20160422,20180723,,20160419,,5.0009,0.75,0.2,,1.0,0.001,,中债综合指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20160706,20160706,O
10427,002537.OF,平安安盈灵活配置,平安基金,平安银行,混合型,20160422,,,20160321,,19.376,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160721,20160721,O
10428,519771.OF,交银优择回报C,交银施罗德基金,中信银行,混合型,20160422,,,20160415,,0.0001,0.6,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20160721,20160721,O
10429,002678.OF,国投瑞银和安C,国投瑞银基金,中国银行,债券型,20160422,20180723,,20160419,,0.0005,0.75,0.2,,1.0,0.001,,中债综合指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20160706,20160706,O
10430,002638.OF,兴业天融,兴业基金,招商银行,债券型,20160421,,,20160415,,2.0002,0.3,0.1,,1.0,0.0001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20160525,20160525,O
10431,002510.OF,申万菱信中证500指数增强A,申万菱信基金,中国工商银行,股票型,20160421,,,20160328,,5.4696,1.0,0.2,,1.0,0.1,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20160517,20160517,O
10432,002632.OF,鑫元双债增强A,鑫元基金,中国光大银行,债券型,20160421,,,20160413,,2.0021,0.3,0.1,,1.0,0.01,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,增强债券型,契约型开放式,,20160523,20160523,O
10433,002633.OF,鑫元双债增强C,鑫元基金,中国光大银行,债券型,20160421,,,20160413,,0.0035,0.3,0.1,,1.0,0.01,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,增强债券型,契约型开放式,,20160523,20160523,O
10434,002608.OF,博时泰和A,博时基金,中国邮政储蓄银行,债券型,20160420,20180119,,20160411,,2.0024,0.5,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,D,债券型,契约型开放式,,20160608,20160608,O
10435,002609.OF,博时泰和C,博时基金,中国邮政储蓄银行,债券型,20160420,20180119,,20160411,,0.0029,0.5,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,D,债券型,契约型开放式,,20160608,20160608,O
10436,002387.OF,工银瑞信沪港深A,工银瑞信基金,北京银行,股票型,20160420,,,20160412,,2.0248,1.5,0.25,,1.0,0.001,,恒生指数收益率(经汇率调整)*80%+中债综合财富(总值)指数收益率*15%+沪深300指数收益率*5%,L,股票型,契约型开放式,,20160428,20160428,O
10437,002192.OF,东方鼎新C,东方基金,中国工商银行,混合型,20160420,,,,,,0.7,0.25,,1.0,,,年化收益率8%,L,灵活配置型,契约型开放式,,20160420,20160420,O
10438,002193.OF,东方利群C,东方基金,中国农业银行,混合型,20160420,20181030,,,,,0.6,0.25,,1.0,,,同期三年期人民币定期存款基准利率(税后)+3%,D,混合型,契约型开放式,,20160420,20160420,O
10439,001875.OF,前海开源沪港深优势精选A,前海开源基金,中国建设银行,混合型,20160419,,,20160314,,2.9234,1.5,0.25,,1.0,0.1,,沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*35%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20160503,20160503,O
10440,002467.OF,国投瑞银全球债券精选人民币,国投瑞银基金,中国银行,债券型,20160419,20180521,,20160302,,1.195,0.9,0.28,,1.0,0.001,,Barclay Global Aggregate Index,D,债券型,契约型开放式,,20160620,20160620,O
10441,002468.OF,国投瑞银全球债券精选美元现汇,国投瑞银基金,中国银行,债券型,20160419,20180521,,20160302,,0.1551,0.9,0.28,,1.0,0.001,,Barclay Global Aggregate Index,D,债券型,契约型开放式,,20160620,20160620,O
10442,002419.OF,汇添富盈安,汇添富基金,中国建设银行,混合型,20160419,,,20160321,,45.7007,1.2,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160530,20160530,O
10443,002551.OF,嘉实稳泰,嘉实基金,交通银行,债券型,20160418,20171218,,20160412,,10.0038,0.6,0.1,,1.0,0.0001,,中债总全价指数收益率,D,债券型,契约型开放式,,20160524,20160524,O
10444,002625.OF,博时安怡6个月,博时基金,中国光大银行,债券型,20160415,,,20160411,,20.046,0.3,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20161017,20161017,O
10445,002497.OF,东方盛世A,东方基金,中国民生银行,混合型,20160415,,,20160411,,5.0023,0.6,0.2,,1.0,0.1,,中债总全价指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160523,20160523,O
10446,960029.OF,建信双息红利H,建信基金,中信银行,债券型,20160415,,,,,,0.7,0.2,,1.0,,,中国债券总指数收益率*90%+中证红利指数收益率*10%,L,债券型,契约型开放式,,20160622,20160622,O
10447,002504.OF,鹏华金鼎灵活配置A,鹏华基金,中国工商银行,混合型,20160413,,,20160321,,40.7015,0.8,0.2,,1.0,0.1,,沪深300指数收益率*55%+中证综合债指数收益率*45%,L,灵活配置型,契约型开放式,,20160613,20160613,O
10448,002194.OF,北信瑞丰稳定增强,北信瑞丰基金,中国工商银行,混合型,20160413,,,20160304,,2.35,0.7,0.2,,1.0,0.1,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20160512,20160512,O
10449,002422.OF,新华增强C,新华基金,中国工商银行,债券型,20160413,,,20160314,,5.265,0.7,0.2,,1.0,0.05,,中债综合全价指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20160513,20160513,O
10450,002421.OF,新华增强A,新华基金,中国工商银行,债券型,20160413,,,20160314,,4.0591,0.7,0.2,,1.0,0.05,,中债综合全价指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20160513,20160513,O
10451,002470.OF,泰达宏利多元回报A,泰达宏利基金,中国银行,债券型,20160413,20180131,,20160314,,1.4153,0.7,0.2,,1.0,0.001,,中证全债指数收益率*90%+中证红利指数收益率*10%,D,债券型,契约型开放式,,20160613,20160613,O
10452,002471.OF,泰达宏利多元回报C,泰达宏利基金,中国银行,债券型,20160413,20180131,,20160314,,4.7738,0.7,0.2,,1.0,0.001,,中证全债指数收益率*90%+中证红利指数收益率*10%,D,债券型,契约型开放式,,20160613,20160613,O
10453,002317.OF,招商睿逸,招商基金,中国银行,混合型,20160413,,,20160321,,8.126,1.5,0.25,,1.0,0.1,,中证全债指数收益率*65%+沪深300指数收益率*30%+同业存款利率*5%,L,混合型,契约型开放式,,20160513,20160513,O
10454,002505.OF,鹏华金鼎灵活配置C,鹏华基金,中国工商银行,混合型,20160413,,,20160321,,7.6197,0.8,0.2,,1.0,0.1,,沪深300指数收益率*55%+中证综合债指数收益率*45%,L,灵活配置型,契约型开放式,,20160613,20160613,O
10455,000218.OF,国泰黄金ETF联接A,国泰基金,中国工商银行,商品型,20160413,,,20160405,,4.0964,0.5,0.1,,1.0,0.1,,上海黄金交易所挂盘交易的Au99.99合约收益率*95%+银行活期存款收益率(税后)*5%,L,黄金现货合约,契约型开放式,,20160415,20160415,O
10456,002398.OF,华安安禧灵活A,华安基金,中国建设银行,混合型,20160413,,,20160314,,33.7631,0.75,0.15,,1.0,0.0001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160711,20160711,O
10457,002399.OF,华安安禧灵活C,华安基金,中国建设银行,混合型,20160413,,,20160314,,2.8142,0.75,0.15,,1.0,0.0001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160711,20160711,O
10458,001755.OF,嘉实新思路,嘉实基金,中国民生银行,混合型,20160412,,,20160114,,5.0009,0.6,0.15,,1.0,0.0001,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160711,20160711,O
10459,002600.OF,易方达裕景添利6个月,易方达基金,中国光大银行,债券型,20160412,,,20160408,,20.041,0.4,0.1,,1.0,0.001,,中国人民银行公布的六个月银行定期整存整取存款利率(税后)*1.1,L,债券型,契约型开放式,,20161021,20161021,O
10460,002149.OF,嘉实新优选,嘉实基金,中国民生银行,混合型,20160408,,,20160106,,5.628,0.6,0.15,,1.0,0.0001,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160509,20160509,O
10461,002527.OF,南方安享绝对收益,南方基金,交通银行,混合型,20160408,20200615,,20160406,,2.9757,1.0,0.25,,1.0,0.1,,中国人民银行公布的同期一年期定期存款基准利率(税后)+2%,D,混合型,契约型开放式,,20160708,20160708,O
10462,002494.OF,兴业聚盈,兴业基金,交通银行,混合型,20160408,,,20160301,,2.034,0.6,0.1,,1.0,0.01,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20160708,20160708,O
10463,002340.OF,富国价值优势,富国基金,中国农业银行,混合型,20160408,,,20160309,,5.0005,1.5,0.25,,1.0,0.01,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20160506,20160506,O
10464,002222.OF,嘉实新趋势,嘉实基金,招商银行,混合型,20160408,,,20160106,,2.0386,0.6,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20160509,20160509,O
10465,000479.OF,信诚惠报B,中信保诚基金,中国银行,债券型,20160407,20180605,,20160330,,0.0039,0.7,0.2,,1.0,0.1,,中证综合债指数收益率*90%+中证红利指数收益率*10%,D,债券型,契约型开放式,,20160630,20160630,O
10466,000467.OF,信诚惠报A,中信保诚基金,中国银行,债券型,20160407,20180605,,20160330,,4.0034,0.7,0.2,,1.0,0.1,,中证综合债指数收益率*90%+中证红利指数收益率*10%,D,债券型,契约型开放式,,20160630,20160630,O
10467,960028.OF,建信优选成长H,建信基金,中国工商银行,混合型,20160407,,,,,,1.5,0.25,,1.0,,,富时中国600成长指数*75%+中国债券总指数*20%+一年定期存款利率*5%,L,混合型,契约型开放式,,20160622,20160622,O
10468,002269.OF,银华大数据,银华基金,中国银行,混合型,20160407,,,20160314,,1.4421,1.0,0.25,,1.0,0.001,,年化收益率5%,L,灵活配置型,契约型开放式,,20160725,20160725,O
10469,002531.OF,博时保泽保本C,博时基金,中国银行,保本型,20160407,20180409,,20160316,,3.8435,1.2,0.2,,1.0,0.01,,二年期银行定期存款收益率(税后),D,保本混合型,契约型开放式,,20160705,20160705,O
10470,002530.OF,博时保泽保本A,博时基金,中国银行,保本型,20160407,20180409,,20160316,,25.7095,1.2,0.2,,1.0,0.01,,二年期银行定期存款收益率(税后),D,保本混合型,契约型开放式,,20160705,20160705,O
10471,002490.OF,金鹰元祺信用债,金鹰基金,交通银行,债券型,20160406,,,20160315,,6.7914,0.6,0.15,,1.0,0.1,,中债信用债总财富(总值)指数收益率*80%+一年定期存款利率(税后)*20%,L,债券型,契约型开放式,,20180201,20171009,O
10472,002481.OF,银华双动力,银华基金,中国工商银行,债券型,20160406,20181213,,20160317,,2.6507,0.7,0.1,,1.0,0.001,,中债综合财富指数,D,债券型,契约型开放式,,20160629,20160629,O
10473,002592.OF,中欧纯债E,中欧基金,中国邮政储蓄银行,债券型,20160406,,,,,,0.6,0.2,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20160406,20160406,O
10474,002591.OF,中欧信用增利E,中欧基金,中国邮政储蓄银行,债券型,20160406,,,,,,0.5,0.1,,1.0,,,中债综合(全价)指数,L,债券型,契约型开放式,,20160406,20160406,O
10475,002174.OF,东方互联网嘉,东方基金,中国农业银行,混合型,20160406,,,20160303,,5.5887,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,混合型,契约型开放式,,20160509,20160509,O
10476,001932.OF,国寿安保灵活优选,国寿安保基金,中国银行,混合型,20160406,,,20160301,,6.2116,0.8,0.25,,1.0,0.001,,中证全债指数*80%+沪深300指数*20%,L,混合型,契约型开放式,,20160621,20160621,O
10477,002568.OF,博时裕发纯债,博时基金,广发银行,债券型,20160406,,,20160323,,2.0121,0.3,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20160510,20160510,O
10478,002408.OF,中信建投医改A,中信建投基金,渤海银行,混合型,20160406,,,20160201,,2.4623,1.0,0.2,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160422,20160422,O
10479,002256.OF,金信行业优选,金信基金,招商银行,混合型,20160401,,,20160317,,0.3113,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160608,20160608,O
10480,002579.OF,融通增利,融通基金,中信银行,债券型,20160401,20191120,,20160329,,2.0511,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数,D,债券型,契约型开放式,,20160524,20160524,O
10481,002478.OF,中欧天添A,中欧基金,招商银行,债券型,20160401,20190429,,20160323,,1.5913,0.6,0.15,,1.0,0.001,,中债综合指数收益率,D,债券型,契约型开放式,,20171009,20171009,O
10482,002479.OF,中欧天添C,中欧基金,招商银行,债券型,20160401,20190429,,20160323,,3.3242,0.6,0.15,,1.0,0.001,,中债综合指数收益率,D,债券型,契约型开放式,,20171009,20171009,O
10483,002501.OF,银华远景,银华基金,浦发银行,债券型,20160401,,,20160321,,2.0014,0.5,0.1,,1.0,0.001,,中债综合财富指数,L,债券型,契约型开放式,,20160525,20160525,O
10484,002327.OF,银华恒利C,银华基金,宁波银行,混合型,20160401,,,,,,0.6,0.1,,1.0,,,一年期人民币定期存款基准利率(税后)+1.00%,L,灵活配置型,契约型开放式,,20160401,20160401,O
10485,002322.OF,银华汇利C,银华基金,中国工商银行,混合型,20160401,,,,,,0.6,0.15,,1.0,,,一年期人民币定期存款基准利率(税后)+1.00%,L,灵活配置型,契约型开放式,,20160401,20160401,O
10486,002326.OF,银华聚利C,银华基金,中国工商银行,混合型,20160401,,,,,,0.6,0.15,,1.0,,,一年期人民币定期存款基准利率(税后)+1.00%,L,灵活配置型,契约型开放式,,20160401,20160401,O
10487,002323.OF,银华稳利C,银华基金,中国工商银行,混合型,20160401,,,,,,0.6,0.15,,1.0,,,一年期人民币定期存款基准利率(税后)+1.00%,L,灵活配置型,契约型开放式,,20160401,20160401,O
10488,002328.OF,银华泰利C,银华基金,中国工商银行,混合型,20160401,,,,,,0.6,0.25,,1.0,,,一年期人民币定期存款基准利率(税后)+1.00%,L,灵活配置型,契约型开放式,,20160401,20160401,O
10489,002476.OF,博时安瑞18个月A,博时基金,中国工商银行,债券型,20160330,,,20160307,,41.3217,0.6,0.18,,1.0,0.0001,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20171009,20171009,O
10490,002477.OF,博时安瑞18个月C,博时基金,中国工商银行,债券型,20160330,,,20160307,,5.5218,0.6,0.18,,1.0,0.0001,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20171009,20171009,O
10491,001639.OF,嘉实新常态A,嘉实基金,中国农业银行,混合型,20160330,20180903,,20151225,,1.0614,1.0,0.25,,1.0,0.0001,,沪深300*50%+中债总指数*50%,D,灵活配置型,契约型开放式,,20160506,20160506,O
10492,001640.OF,嘉实新常态C,嘉实基金,中国农业银行,混合型,20160330,20180903,,20151225,,3.6546,1.0,0.25,,1.0,0.0001,,沪深300*50%+中债总指数*50%,D,灵活配置型,契约型开放式,,20160506,20160506,O
10493,002411.OF,华夏新机遇A,华夏基金,中信银行,混合型,20160330,,,20160325,,10.0152,0.6,0.15,,1.0,0.01,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160624,20160624,O
10494,001864.OF,中海魅力长三角,中海基金,中国银行,混合型,20160330,,,20160215,,2.3431,1.5,0.25,,1.0,0.001,,中证长三角龙头企业指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20160415,20160415,O
10495,002466.OF,博时裕新纯债,博时基金,南京银行,债券型,20160330,,,20160308,,2.127,0.3,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20160510,20160510,O
10496,002533.OF,中加心享C,中加基金,中国光大银行,混合型,20160329,,,,,,0.6,0.2,,1.0,,,中债总全价指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160329,20160329,O
10497,002552.OF,华夏恒利3个月定开,华夏基金,中国光大银行,债券型,20160329,,,20160321,,20.034,0.3,0.1,,1.0,0.01,,中债综合指数收益率,L,债券型,契约型开放式,,20160929,20160929,O
10498,002355.OF,国投瑞银岁赢利,国投瑞银基金,中国银行,债券型,20160329,20210407,,20160301,,8.2677,0.6,0.2,,1.0,0.001,,中债综合指数收益率,D,债券型,契约型开放式,,20170329,20170329,O
10499,001524.OF,华泰柏瑞精选回报,华泰柏瑞基金,中国银行,混合型,20160329,,,20160324,,10.0151,0.6,0.15,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20160408,20160408,O
10500,002489.OF,国泰民福策略价值,国泰基金,中国银行,混合型,20160329,,,20160229,,11.0092,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160429,20160429,O
10501,002285.OF,长盛同裕纯债E,长盛基金,中国银行,债券型,20160329,20180226,,20160307,,0.0007,0.4,0.2,,1.0,0.01,,中债综合指数(全价),D,债券型,契约型开放式,,20160506,20160506,O
10502,002284.OF,长盛同裕纯债C,长盛基金,中国银行,债券型,20160329,20180226,,20160307,,2.8686,0.4,0.2,,1.0,0.01,,中债综合指数(全价),D,债券型,契约型开放式,,20160506,20160506,O
10503,002451.OF,平安睿享文娱C,平安基金,广发证券,混合型,20160329,,,20160229,,3.4367,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160407,20160407,O
10504,002450.OF,平安睿享文娱A,平安基金,广发证券,混合型,20160329,,,20160229,,0.5618,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160407,20160407,O
10505,002480.OF,东方荣家保本,东方基金,中国民生银行,保本型,20160329,20180409,,20160307,,4.1995,1.3,0.2,,1.0,0.0001,,两年期银行定期存款收益率(税后),D,保本混合型,契约型开放式,,,20180329,O
10506,002283.OF,长盛同裕纯债A,长盛基金,中国银行,债券型,20160329,20180226,,20160307,,2.0343,0.4,0.2,,1.0,0.01,,中债综合指数(全价),D,债券型,契约型开放式,,20160506,20160506,O
10507,002190.OF,农银汇理新能源主题,农银汇理基金,中国工商银行,混合型,20160329,,,20160314,,4.2053,1.5,0.25,,1.0,0.1,,中证新能源指数*65%+中证全债指数*35%,L,灵活配置型,契约型开放式,,20160629,20160629,O
10508,002067.OF,诺安精选回报,诺安基金,北京银行,混合型,20160328,,,20160324,,10.005,0.6,0.2,,1.0,0.1,,沪深300指数*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20160624,20160624,O
10509,002500.OF,德邦纯债9个月C,德邦基金,中国民生银行,债券型,20160328,20180828,,20160310,,4.3544,0.7,0.2,,1.0,0.01,,中债综合全价指数收益率*80%+一年期银行定期存款利率(税后)*20%,D,债券型,契约型开放式,,20161228,20161228,O
10510,002407.OF,前海开源恒远,前海开源基金,中国工商银行,混合型,20160328,,,20160304,,11.7267,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20180409,20160428,O
10511,002499.OF,德邦纯债9个月A,德邦基金,中国民生银行,债券型,20160328,20180828,,20160310,,18.8711,0.7,0.2,,1.0,0.01,,中债综合全价指数收益率*80%+一年期银行定期存款利率(税后)*20%,D,债券型,契约型开放式,,20161228,20161228,O
10512,002532.OF,中欧强盈,中欧基金,中国光大银行,债券型,20160325,20190108,,20160323,,6.0032,0.3,0.1,,1.0,0.001,,中债综合指数收益率,D,债券型,契约型开放式,,20160926,20160926,O
